from,quantity_from,to,quantity_to,account_name,date,id
,0,usd,4000,test,1570189081,1277
usd,4000,bitcoin,1,test,1570189081,1278
,0,usd,4000,test,1570187081,1279
usd,4000,bitcoin,1,test,1570187081,1280
,0,usd,4000,test,1570185081,1281
usd,4000,bitcoin,1,test,1570185081,1282
,0,usd,4000,test,1570183081,1283
usd,4000,bitcoin,1,test,1570183081,1284
,0,usd,4000,test,1570181081,1285
usd,4000,bitcoin,1,test,1570181081,1286
,0,usd,4000,test,1570179081,1287
usd,4000,bitcoin,1,test,1570179081,1288
,0,usd,4000,test,1570177081,1289
usd,4000,bitcoin,1,test,1570177081,1290
,0,usd,4000,test,1570175081,1291
usd,4000,bitcoin,1,test,1570175081,1292
,0,usd,4000,test,1570173081,1293
usd,4000,bitcoin,1,test,1570173081,1294
,0,usd,4000,test,1570171081,1295
usd,4000,bitcoin,1,test,1570171081,1296
,0,usd,4000,test,1570169081,1297
usd,4000,bitcoin,1,test,1570169081,1298
,0,usd,4000,test,1570167081,1299
usd,4000,bitcoin,1,test,1570167081,1300
,0,usd,4000,test,1570165081,1301
usd,4000,bitcoin,1,test,1570165081,1302
,0,usd,4000,test,1570163081,1303
usd,4000,bitcoin,1,test,1570163081,1304
,0,usd,4000,test,1570161081,1305
usd,4000,bitcoin,1,test,1570161081,1306
,0,usd,4000,test,1570159081,1307
usd,4000,bitcoin,1,test,1570159081,1308
,0,usd,4000,test,1570157081,1309
usd,4000,bitcoin,1,test,1570157081,1310
,0,usd,4000,test,1570155081,1311
usd,4000,bitcoin,1,test,1570155081,1312
,0,usd,4000,test,1570153081,1313
usd,4000,bitcoin,1,test,1570153081,1314
,0,usd,4000,test,1570151081,1315
usd,4000,bitcoin,1,test,1570151081,1316
,0,usd,4000,test,1570149081,1317
usd,4000,bitcoin,1,test,1570149081,1318
,0,usd,4000,test,1570147081,1319
usd,4000,bitcoin,1,test,1570147081,1320
,0,usd,4000,test,1570145081,1321
usd,4000,bitcoin,1,test,1570145081,1322
,0,usd,4000,test,1570143081,1323
usd,4000,bitcoin,1,test,1570143081,1324
,0,usd,4000,test,1570141081,1325
usd,4000,bitcoin,1,test,1570141081,1326
,0,usd,4000,test,1570139081,1327
usd,4000,bitcoin,1,test,1570139081,1328
,0,usd,4000,test,1570137081,1329
usd,4000,bitcoin,1,test,1570137081,1330
,0,usd,4000,test,1570135081,1331
usd,4000,bitcoin,1,test,1570135081,1332
,0,usd,4000,test,1570133081,1333
usd,4000,bitcoin,1,test,1570133081,1334
,0,usd,4000,test,1570131081,1335
usd,4000,bitcoin,1,test,1570131081,1336
,0,usd,4000,test,1570129081,1337
usd,4000,bitcoin,1,test,1570129081,1338
,0,usd,4000,test,1570127081,1339
usd,4000,bitcoin,1,test,1570127081,1340
,0,usd,4000,test,1570125081,1341
usd,4000,bitcoin,1,test,1570125081,1342
,0,usd,4000,test,1570123081,1343
usd,4000,bitcoin,1,test,1570123081,1344
,0,usd,4000,test,1570121081,1345
usd,4000,bitcoin,1,test,1570121081,1346
,0,usd,4000,test,1570119081,1347
usd,4000,bitcoin,1,test,1570119081,1348
,0,usd,4000,test,1570117081,1349
usd,4000,bitcoin,1,test,1570117081,1350
,0,usd,4000,test,1570115081,1351
usd,4000,bitcoin,1,test,1570115081,1352
,0,usd,4000,test,1570113081,1353
usd,4000,bitcoin,1,test,1570113081,1354
,0,usd,4000,test,1570111081,1355
usd,4000,bitcoin,1,test,1570111081,1356
,0,usd,4000,test,1570109081,1357
usd,4000,bitcoin,1,test,1570109081,1358
,0,usd,4000,test,1570107081,1359
usd,4000,bitcoin,1,test,1570107081,1360
,0,usd,4000,test,1570105081,1361
usd,4000,bitcoin,1,test,1570105081,1362
,0,usd,4000,test,1570103081,1363
usd,4000,bitcoin,1,test,1570103081,1364
,0,usd,4000,test,1570101081,1365
usd,4000,bitcoin,1,test,1570101081,1366
,0,usd,4000,test,1570099081,1367
usd,4000,bitcoin,1,test,1570099081,1368
,0,usd,4000,test,1570097081,1369
usd,4000,bitcoin,1,test,1570097081,1370
,0,usd,4000,test,1570095081,1371
usd,4000,bitcoin,1,test,1570095081,1372
,0,usd,4000,test,1570093081,1373
usd,4000,bitcoin,1,test,1570093081,1374
,0,usd,4000,test,1570091081,1375
usd,4000,bitcoin,1,test,1570091081,1376
,0,usd,4000,test,1570089081,1377
usd,4000,bitcoin,1,test,1570089081,1378
,0,usd,4000,test,1570087081,1379
usd,4000,bitcoin,1,test,1570087081,1380
,0,usd,4000,test,1570085081,1381
usd,4000,bitcoin,1,test,1570085081,1382
,0,usd,4000,test,1570083081,1383
usd,4000,bitcoin,1,test,1570083081,1384
,0,usd,4000,test,1570081081,1385
usd,4000,bitcoin,1,test,1570081081,1386
,0,usd,4000,test,1570079081,1387
usd,4000,bitcoin,1,test,1570079081,1388
,0,usd,4000,test,1570077081,1389
usd,4000,bitcoin,1,test,1570077081,1390
,0,usd,4000,test,1570075081,1391
usd,4000,bitcoin,1,test,1570075081,1392
,0,usd,4000,test,1570073081,1393
usd,4000,bitcoin,1,test,1570073081,1394
,0,usd,4000,test,1570071081,1395
usd,4000,bitcoin,1,test,1570071081,1396
,0,usd,4000,test,1570069081,1397
usd,4000,bitcoin,1,test,1570069081,1398
,0,usd,4000,test,1570067081,1399
usd,4000,bitcoin,1,test,1570067081,1400
,0,usd,4000,test,1570065081,1401
usd,4000,bitcoin,1,test,1570065081,1402
,0,usd,4000,test,1570063081,1403
usd,4000,bitcoin,1,test,1570063081,1404
,0,usd,4000,test,1570061081,1405
usd,4000,bitcoin,1,test,1570061081,1406
,0,usd,4000,test,1570059081,1407
usd,4000,bitcoin,1,test,1570059081,1408
,0,usd,4000,test,1570057081,1409
usd,4000,bitcoin,1,test,1570057081,1410
,0,usd,4000,test,1570055081,1411
usd,4000,bitcoin,1,test,1570055081,1412
,0,usd,4000,test,1570053081,1413
usd,4000,bitcoin,1,test,1570053081,1414
,0,usd,4000,test,1570051081,1415
usd,4000,bitcoin,1,test,1570051081,1416
,0,usd,4000,test,1570049081,1417
usd,4000,bitcoin,1,test,1570049081,1418
,0,usd,4000,test,1570047081,1419
usd,4000,bitcoin,1,test,1570047081,1420
,0,usd,4000,test,1570045081,1421
usd,4000,bitcoin,1,test,1570045081,1422
,0,usd,4000,test,1570043081,1423
usd,4000,bitcoin,1,test,1570043081,1424
,0,usd,4000,test,1570041081,1425
usd,4000,bitcoin,1,test,1570041081,1426
,0,usd,4000,test,1570039081,1427
usd,4000,bitcoin,1,test,1570039081,1428
,0,usd,4000,test,1570037081,1429
usd,4000,bitcoin,1,test,1570037081,1430
,0,usd,4000,test,1570035081,1431
usd,4000,bitcoin,1,test,1570035081,1432
,0,usd,4000,test,1570033081,1433
usd,4000,bitcoin,1,test,1570033081,1434
,0,usd,4000,test,1570031081,1435
usd,4000,bitcoin,1,test,1570031081,1436
,0,usd,4000,test,1570029081,1437
usd,4000,bitcoin,1,test,1570029081,1438
,0,usd,4000,test,1570027081,1439
usd,4000,bitcoin,1,test,1570027081,1440
,0,usd,4000,test,1570025081,1441
usd,4000,bitcoin,1,test,1570025081,1442
,0,usd,4000,test,1570023081,1443
usd,4000,bitcoin,1,test,1570023081,1444
,0,usd,4000,test,1570021081,1445
usd,4000,bitcoin,1,test,1570021081,1446
,0,usd,4000,test,1570019081,1447
usd,4000,bitcoin,1,test,1570019081,1448
,0,usd,4000,test,1570017081,1449
usd,4000,bitcoin,1,test,1570017081,1450
,0,usd,4000,test,1570015081,1451
usd,4000,bitcoin,1,test,1570015081,1452
,0,usd,4000,test,1570013081,1453
usd,4000,bitcoin,1,test,1570013081,1454
,0,usd,4000,test,1570011081,1455
usd,4000,bitcoin,1,test,1570011081,1456
,0,usd,4000,test,1570009081,1457
usd,4000,bitcoin,1,test,1570009081,1458
,0,usd,4000,test,1570007081,1459
usd,4000,bitcoin,1,test,1570007081,1460
,0,usd,4000,test,1570005081,1461
usd,4000,bitcoin,1,test,1570005081,1462
,0,usd,4000,test,1570003081,1463
usd,4000,bitcoin,1,test,1570003081,1464
,0,usd,4000,test,1570001081,1465
usd,4000,bitcoin,1,test,1570001081,1466
,0,usd,4000,test,1569999081,1467
usd,4000,bitcoin,1,test,1569999081,1468
,0,usd,4000,test,1569997081,1469
usd,4000,bitcoin,1,test,1569997081,1470
,0,usd,4000,test,1569995081,1471
usd,4000,bitcoin,1,test,1569995081,1472
,0,usd,4000,test,1569993081,1473
usd,4000,bitcoin,1,test,1569993081,1474
,0,usd,4000,test,1569991081,1475
usd,4000,bitcoin,1,test,1569991081,1476
,0,usd,4000,test,1569989081,1477
usd,4000,bitcoin,1,test,1569989081,1478
,0,usd,4000,test,1569987081,1479
usd,4000,bitcoin,1,test,1569987081,1480
,0,usd,4000,test,1569985081,1481
usd,4000,bitcoin,1,test,1569985081,1482
,0,usd,4000,test,1569983081,1483
usd,4000,bitcoin,1,test,1569983081,1484
,0,usd,4000,test,1569981081,1485
usd,4000,bitcoin,1,test,1569981081,1486
,0,usd,4000,test,1569979081,1487
usd,4000,bitcoin,1,test,1569979081,1488
,0,usd,4000,test,1569977081,1489
usd,4000,bitcoin,1,test,1569977081,1490
,0,usd,4000,test,1569975081,1491
usd,4000,bitcoin,1,test,1569975081,1492
,0,usd,4000,test,1569973081,1493
usd,4000,bitcoin,1,test,1569973081,1494
,0,usd,4000,test,1569971081,1495
usd,4000,bitcoin,1,test,1569971081,1496
,0,usd,4000,test,1569969081,1497
usd,4000,bitcoin,1,test,1569969081,1498
,0,usd,4000,test,1569967081,1499
usd,4000,bitcoin,1,test,1569967081,1500
,0,usd,4000,test,1569965081,1501
usd,4000,bitcoin,1,test,1569965081,1502
,0,usd,4000,test,1569963081,1503
usd,4000,bitcoin,1,test,1569963081,1504
,0,usd,4000,test,1569961081,1505
usd,4000,bitcoin,1,test,1569961081,1506
,0,usd,4000,test,1569959081,1507
usd,4000,bitcoin,1,test,1569959081,1508
,0,usd,4000,test,1569957081,1509
usd,4000,bitcoin,1,test,1569957081,1510
,0,usd,4000,test,1569955081,1511
usd,4000,bitcoin,1,test,1569955081,1512
,0,usd,4000,test,1569953081,1513
usd,4000,bitcoin,1,test,1569953081,1514
,0,usd,4000,test,1569951081,1515
usd,4000,bitcoin,1,test,1569951081,1516
,0,usd,4000,test,1569949081,1517
usd,4000,bitcoin,1,test,1569949081,1518
,0,usd,4000,test,1569947081,1519
usd,4000,bitcoin,1,test,1569947081,1520
,0,usd,4000,test,1569945081,1521
usd,4000,bitcoin,1,test,1569945081,1522
,0,usd,4000,test,1569943081,1523
usd,4000,bitcoin,1,test,1569943081,1524
,0,usd,4000,test,1569941081,1525
usd,4000,bitcoin,1,test,1569941081,1526
,0,usd,4000,test,1569939081,1527
usd,4000,bitcoin,1,test,1569939081,1528
,0,usd,4000,test,1569937081,1529
usd,4000,bitcoin,1,test,1569937081,1530
,0,usd,4000,test,1569935081,1531
usd,4000,bitcoin,1,test,1569935081,1532
,0,usd,4000,test,1569933081,1533
usd,4000,bitcoin,1,test,1569933081,1534
,0,usd,4000,test,1569931081,1535
usd,4000,bitcoin,1,test,1569931081,1536
,0,usd,4000,test,1569929081,1537
usd,4000,bitcoin,1,test,1569929081,1538
,0,usd,4000,test,1569927081,1539
usd,4000,bitcoin,1,test,1569927081,1540
,0,usd,4000,test,1569925081,1541
usd,4000,bitcoin,1,test,1569925081,1542
,0,usd,4000,test,1569923081,1543
usd,4000,bitcoin,1,test,1569923081,1544
,0,usd,4000,test,1569921081,1545
usd,4000,bitcoin,1,test,1569921081,1546
,0,usd,4000,test,1569919081,1547
usd,4000,bitcoin,1,test,1569919081,1548
,0,usd,4000,test,1569917081,1549
usd,4000,bitcoin,1,test,1569917081,1550
,0,usd,4000,test,1569915081,1551
usd,4000,bitcoin,1,test,1569915081,1552
,0,usd,4000,test,1569913081,1553
usd,4000,bitcoin,1,test,1569913081,1554
,0,usd,4000,test,1569911081,1555
usd,4000,bitcoin,1,test,1569911081,1556
,0,usd,4000,test,1569909081,1557
usd,4000,bitcoin,1,test,1569909081,1558
,0,usd,4000,test,1569907081,1559
usd,4000,bitcoin,1,test,1569907081,1560
,0,usd,4000,test,1569905081,1561
usd,4000,bitcoin,1,test,1569905081,1562
,0,usd,4000,test,1569903081,1563
usd,4000,bitcoin,1,test,1569903081,1564
,0,usd,4000,test,1569901081,1565
usd,4000,bitcoin,1,test,1569901081,1566
,0,usd,4000,test,1569899081,1567
usd,4000,bitcoin,1,test,1569899081,1568
,0,usd,4000,test,1569897081,1569
usd,4000,bitcoin,1,test,1569897081,1570
,0,usd,4000,test,1569895081,1571
usd,4000,bitcoin,1,test,1569895081,1572
,0,usd,4000,test,1569893081,1573
usd,4000,bitcoin,1,test,1569893081,1574
,0,usd,4000,test,1569891081,1575
usd,4000,bitcoin,1,test,1569891081,1576
,0,usd,4000,test,1569889081,1577
usd,4000,bitcoin,1,test,1569889081,1578
,0,usd,4000,test,1569887081,1579
usd,4000,bitcoin,1,test,1569887081,1580
,0,usd,4000,test,1569885081,1581
usd,4000,bitcoin,1,test,1569885081,1582
,0,usd,4000,test,1569883081,1583
usd,4000,bitcoin,1,test,1569883081,1584
,0,usd,4000,test,1569881081,1585
usd,4000,bitcoin,1,test,1569881081,1586
,0,usd,4000,test,1569879081,1587
usd,4000,bitcoin,1,test,1569879081,1588
,0,usd,4000,test,1569877081,1589
usd,4000,bitcoin,1,test,1569877081,1590
,0,usd,4000,test,1569875081,1591
usd,4000,bitcoin,1,test,1569875081,1592
,0,usd,4000,test,1569873081,1593
usd,4000,bitcoin,1,test,1569873081,1594
,0,usd,4000,test,1569871081,1595
usd,4000,bitcoin,1,test,1569871081,1596
,0,usd,4000,test,1569869081,1597
usd,4000,bitcoin,1,test,1569869081,1598
,0,usd,4000,test,1569867081,1599
usd,4000,bitcoin,1,test,1569867081,1600
,0,usd,4000,test,1569865081,1601
usd,4000,bitcoin,1,test,1569865081,1602
,0,usd,4000,test,1569863081,1603
usd,4000,bitcoin,1,test,1569863081,1604
,0,usd,4000,test,1569861081,1605
usd,4000,bitcoin,1,test,1569861081,1606
,0,usd,4000,test,1569859081,1607
usd,4000,bitcoin,1,test,1569859081,1608
,0,usd,4000,test,1569857081,1609
usd,4000,bitcoin,1,test,1569857081,1610
,0,usd,4000,test,1569855081,1611
usd,4000,bitcoin,1,test,1569855081,1612
,0,usd,4000,test,1569853081,1613
usd,4000,bitcoin,1,test,1569853081,1614
,0,usd,4000,test,1569851081,1615
usd,4000,bitcoin,1,test,1569851081,1616
,0,usd,4000,test,1569849081,1617
usd,4000,bitcoin,1,test,1569849081,1618
,0,usd,4000,test,1569847081,1619
usd,4000,bitcoin,1,test,1569847081,1620
,0,usd,4000,test,1569845081,1621
usd,4000,bitcoin,1,test,1569845081,1622
,0,usd,4000,test,1569843081,1623
usd,4000,bitcoin,1,test,1569843081,1624
,0,usd,4000,test,1569841081,1625
usd,4000,bitcoin,1,test,1569841081,1626
,0,usd,4000,test,1569839081,1627
usd,4000,bitcoin,1,test,1569839081,1628
,0,usd,4000,test,1569837081,1629
usd,4000,bitcoin,1,test,1569837081,1630
,0,usd,4000,test,1569835081,1631
usd,4000,bitcoin,1,test,1569835081,1632
,0,usd,4000,test,1569833081,1633
usd,4000,bitcoin,1,test,1569833081,1634
,0,usd,4000,test,1569831081,1635
usd,4000,bitcoin,1,test,1569831081,1636
,0,usd,4000,test,1569829081,1637
usd,4000,bitcoin,1,test,1569829081,1638
,0,usd,4000,test,1569827081,1639
usd,4000,bitcoin,1,test,1569827081,1640
,0,usd,4000,test,1569825081,1641
usd,4000,bitcoin,1,test,1569825081,1642
,0,usd,4000,test,1569823081,1643
usd,4000,bitcoin,1,test,1569823081,1644
,0,usd,4000,test,1569821081,1645
usd,4000,bitcoin,1,test,1569821081,1646
,0,usd,4000,test,1569819081,1647
usd,4000,bitcoin,1,test,1569819081,1648
,0,usd,4000,test,1569817081,1649
usd,4000,bitcoin,1,test,1569817081,1650
,0,usd,4000,test,1569815081,1651
usd,4000,bitcoin,1,test,1569815081,1652
,0,usd,4000,test,1569813081,1653
usd,4000,bitcoin,1,test,1569813081,1654
,0,usd,4000,test,1569811081,1655
usd,4000,bitcoin,1,test,1569811081,1656
,0,usd,4000,test,1569809081,1657
usd,4000,bitcoin,1,test,1569809081,1658
,0,usd,4000,test,1569807081,1659
usd,4000,bitcoin,1,test,1569807081,1660
,0,usd,4000,test,1569805081,1661
usd,4000,bitcoin,1,test,1569805081,1662
,0,usd,4000,test,1569803081,1663
usd,4000,bitcoin,1,test,1569803081,1664
,0,usd,4000,test,1569801081,1665
usd,4000,bitcoin,1,test,1569801081,1666
,0,usd,4000,test,1569799081,1667
usd,4000,bitcoin,1,test,1569799081,1668
,0,usd,4000,test,1569797081,1669
usd,4000,bitcoin,1,test,1569797081,1670
,0,usd,4000,test,1569795081,1671
usd,4000,bitcoin,1,test,1569795081,1672
,0,usd,4000,test,1569793081,1673
usd,4000,bitcoin,1,test,1569793081,1674
,0,usd,4000,test,1569791081,1675
usd,4000,bitcoin,1,test,1569791081,1676
,0,usd,4000,test,1569789081,1677
usd,4000,bitcoin,1,test,1569789081,1678
,0,usd,4000,test,1569787081,1679
usd,4000,bitcoin,1,test,1569787081,1680
,0,usd,4000,test,1569785081,1681
usd,4000,bitcoin,1,test,1569785081,1682
,0,usd,4000,test,1569783081,1683
usd,4000,bitcoin,1,test,1569783081,1684
,0,usd,4000,test,1569781081,1685
usd,4000,bitcoin,1,test,1569781081,1686
,0,usd,4000,test,1569779081,1687
usd,4000,bitcoin,1,test,1569779081,1688
,0,usd,4000,test,1569777081,1689
usd,4000,bitcoin,1,test,1569777081,1690
,0,usd,4000,test,1569775081,1691
usd,4000,bitcoin,1,test,1569775081,1692
,0,usd,4000,test,1569773081,1693
usd,4000,bitcoin,1,test,1569773081,1694
,0,usd,4000,test,1569771081,1695
usd,4000,bitcoin,1,test,1569771081,1696
,0,usd,4000,test,1569769081,1697
usd,4000,bitcoin,1,test,1569769081,1698
,0,usd,4000,test,1569767081,1699
usd,4000,bitcoin,1,test,1569767081,1700
,0,usd,4000,test,1569765081,1701
usd,4000,bitcoin,1,test,1569765081,1702
,0,usd,4000,test,1569763081,1703
usd,4000,bitcoin,1,test,1569763081,1704
,0,usd,4000,test,1569761081,1705
usd,4000,bitcoin,1,test,1569761081,1706
,0,usd,4000,test,1569759081,1707
usd,4000,bitcoin,1,test,1569759081,1708
,0,usd,4000,test,1569757081,1709
usd,4000,bitcoin,1,test,1569757081,1710
,0,usd,4000,test,1569755081,1711
usd,4000,bitcoin,1,test,1569755081,1712
,0,usd,4000,test,1569753081,1713
usd,4000,bitcoin,1,test,1569753081,1714
,0,usd,4000,test,1569751081,1715
usd,4000,bitcoin,1,test,1569751081,1716
,0,usd,4000,test,1569749081,1717
usd,4000,bitcoin,1,test,1569749081,1718
,0,usd,4000,test,1569747081,1719
usd,4000,bitcoin,1,test,1569747081,1720
,0,usd,4000,test,1569745081,1721
usd,4000,bitcoin,1,test,1569745081,1722
,0,usd,4000,test,1569743081,1723
usd,4000,bitcoin,1,test,1569743081,1724
,0,usd,4000,test,1569741081,1725
usd,4000,bitcoin,1,test,1569741081,1726
,0,usd,4000,test,1569739081,1727
usd,4000,bitcoin,1,test,1569739081,1728
,0,usd,4000,test,1569737081,1729
usd,4000,bitcoin,1,test,1569737081,1730
,0,usd,4000,test,1569735081,1731
usd,4000,bitcoin,1,test,1569735081,1732
,0,usd,4000,test,1569733081,1733
usd,4000,bitcoin,1,test,1569733081,1734
,0,usd,4000,test,1569731081,1735
usd,4000,bitcoin,1,test,1569731081,1736
,0,usd,4000,test,1569729081,1737
usd,4000,bitcoin,1,test,1569729081,1738
,0,usd,4000,test,1569727081,1739
usd,4000,bitcoin,1,test,1569727081,1740
,0,usd,4000,test,1569725081,1741
usd,4000,bitcoin,1,test,1569725081,1742
,0,usd,4000,test,1569723081,1743
usd,4000,bitcoin,1,test,1569723081,1744
,0,usd,4000,test,1569721081,1745
usd,4000,bitcoin,1,test,1569721081,1746
,0,usd,4000,test,1569719081,1747
usd,4000,bitcoin,1,test,1569719081,1748
,0,usd,4000,test,1569717081,1749
usd,4000,bitcoin,1,test,1569717081,1750
,0,usd,4000,test,1569715081,1751
usd,4000,bitcoin,1,test,1569715081,1752
,0,usd,4000,test,1569713081,1753
usd,4000,bitcoin,1,test,1569713081,1754
,0,usd,4000,test,1569711081,1755
usd,4000,bitcoin,1,test,1569711081,1756
,0,usd,4000,test,1569709081,1757
usd,4000,bitcoin,1,test,1569709081,1758
,0,usd,4000,test,1569707081,1759
usd,4000,bitcoin,1,test,1569707081,1760
,0,usd,4000,test,1569705081,1761
usd,4000,bitcoin,1,test,1569705081,1762
,0,usd,4000,test,1569703081,1763
usd,4000,bitcoin,1,test,1569703081,1764
,0,usd,4000,test,1569701081,1765
usd,4000,bitcoin,1,test,1569701081,1766
,0,usd,4000,test,1569699081,1767
usd,4000,bitcoin,1,test,1569699081,1768
,0,usd,4000,test,1569697081,1769
usd,4000,bitcoin,1,test,1569697081,1770
,0,usd,4000,test,1569695081,1771
usd,4000,bitcoin,1,test,1569695081,1772
,0,usd,4000,test,1569693081,1773
usd,4000,bitcoin,1,test,1569693081,1774
,0,usd,4000,test,1569691081,1775
usd,4000,bitcoin,1,test,1569691081,1776
,0,usd,4000,test,1569689081,1777
usd,4000,bitcoin,1,test,1569689081,1778
,0,usd,4000,test,1569687081,1779
usd,4000,bitcoin,1,test,1569687081,1780
,0,usd,4000,test,1569685081,1781
usd,4000,bitcoin,1,test,1569685081,1782
,0,usd,4000,test,1569683081,1783
usd,4000,bitcoin,1,test,1569683081,1784
,0,usd,4000,test,1569681081,1785
usd,4000,bitcoin,1,test,1569681081,1786
,0,usd,4000,test,1569679081,1787
usd,4000,bitcoin,1,test,1569679081,1788
,0,usd,4000,test,1569677081,1789
usd,4000,bitcoin,1,test,1569677081,1790
,0,usd,4000,test,1569675081,1791
usd,4000,bitcoin,1,test,1569675081,1792
,0,usd,4000,test,1569673081,1793
usd,4000,bitcoin,1,test,1569673081,1794
,0,usd,4000,test,1569671081,1795
usd,4000,bitcoin,1,test,1569671081,1796
,0,usd,4000,test,1569669081,1797
usd,4000,bitcoin,1,test,1569669081,1798
,0,usd,4000,test,1569667081,1799
usd,4000,bitcoin,1,test,1569667081,1800
,0,usd,4000,test,1569665081,1801
usd,4000,bitcoin,1,test,1569665081,1802
,0,usd,4000,test,1569663081,1803
usd,4000,bitcoin,1,test,1569663081,1804
,0,usd,4000,test,1569661081,1805
usd,4000,bitcoin,1,test,1569661081,1806
,0,usd,4000,test,1569659081,1807
usd,4000,bitcoin,1,test,1569659081,1808
,0,usd,4000,test,1569657081,1809
usd,4000,bitcoin,1,test,1569657081,1810
,0,usd,4000,test,1569655081,1811
usd,4000,bitcoin,1,test,1569655081,1812
,0,usd,4000,test,1569653081,1813
usd,4000,bitcoin,1,test,1569653081,1814
,0,usd,4000,test,1569651081,1815
usd,4000,bitcoin,1,test,1569651081,1816
,0,usd,4000,test,1569649081,1817
usd,4000,bitcoin,1,test,1569649081,1818
,0,usd,4000,test,1569647081,1819
usd,4000,bitcoin,1,test,1569647081,1820
,0,usd,4000,test,1569645081,1821
usd,4000,bitcoin,1,test,1569645081,1822
,0,usd,4000,test,1569643081,1823
usd,4000,bitcoin,1,test,1569643081,1824
,0,usd,4000,test,1569641081,1825
usd,4000,bitcoin,1,test,1569641081,1826
,0,usd,4000,test,1569639081,1827
usd,4000,bitcoin,1,test,1569639081,1828
,0,usd,4000,test,1569637081,1829
usd,4000,bitcoin,1,test,1569637081,1830
,0,usd,4000,test,1569635081,1831
usd,4000,bitcoin,1,test,1569635081,1832
,0,usd,4000,test,1569633081,1833
usd,4000,bitcoin,1,test,1569633081,1834
,0,usd,4000,test,1569631081,1835
usd,4000,bitcoin,1,test,1569631081,1836
,0,usd,4000,test,1569629081,1837
usd,4000,bitcoin,1,test,1569629081,1838
,0,usd,4000,test,1569627081,1839
usd,4000,bitcoin,1,test,1569627081,1840
,0,usd,4000,test,1569625081,1841
usd,4000,bitcoin,1,test,1569625081,1842
,0,usd,4000,test,1569623081,1843
usd,4000,bitcoin,1,test,1569623081,1844
,0,usd,4000,test,1569621081,1845
usd,4000,bitcoin,1,test,1569621081,1846
,0,usd,4000,test,1569619081,1847
usd,4000,bitcoin,1,test,1569619081,1848
,0,usd,4000,test,1569617081,1849
usd,4000,bitcoin,1,test,1569617081,1850
,0,usd,4000,test,1569615081,1851
usd,4000,bitcoin,1,test,1569615081,1852
,0,usd,4000,test,1569613081,1853
usd,4000,bitcoin,1,test,1569613081,1854
,0,usd,4000,test,1569611081,1855
usd,4000,bitcoin,1,test,1569611081,1856
,0,usd,4000,test,1569609081,1857
usd,4000,bitcoin,1,test,1569609081,1858
,0,usd,4000,test,1569607081,1859
usd,4000,bitcoin,1,test,1569607081,1860
,0,usd,4000,test,1569605081,1861
usd,4000,bitcoin,1,test,1569605081,1862
,0,usd,4000,test,1569603081,1863
usd,4000,bitcoin,1,test,1569603081,1864
,0,usd,4000,test,1569601081,1865
usd,4000,bitcoin,1,test,1569601081,1866
,0,usd,4000,test,1569599081,1867
usd,4000,bitcoin,1,test,1569599081,1868
,0,usd,4000,test,1569597081,1869
usd,4000,bitcoin,1,test,1569597081,1870
,0,usd,4000,test,1569595081,1871
usd,4000,bitcoin,1,test,1569595081,1872
,0,usd,4000,test,1569593081,1873
usd,4000,bitcoin,1,test,1569593081,1874
,0,usd,4000,test,1569591081,1875
usd,4000,bitcoin,1,test,1569591081,1876
,0,usd,4000,test,1569589081,1877
usd,4000,bitcoin,1,test,1569589081,1878
,0,usd,4000,test,1569587081,1879
usd,4000,bitcoin,1,test,1569587081,1880
,0,usd,4000,test,1569585081,1881
usd,4000,bitcoin,1,test,1569585081,1882
,0,usd,4000,test,1569583081,1883
usd,4000,bitcoin,1,test,1569583081,1884
,0,usd,4000,test,1569581081,1885
usd,4000,bitcoin,1,test,1569581081,1886
,0,usd,4000,test,1569579081,1887
usd,4000,bitcoin,1,test,1569579081,1888
,0,usd,4000,test,1569577081,1889
usd,4000,bitcoin,1,test,1569577081,1890
,0,usd,4000,test,1569575081,1891
usd,4000,bitcoin,1,test,1569575081,1892
,0,usd,4000,test,1569573081,1893
usd,4000,bitcoin,1,test,1569573081,1894
,0,usd,4000,test,1569571081,1895
usd,4000,bitcoin,1,test,1569571081,1896
,0,usd,4000,test,1569569081,1897
usd,4000,bitcoin,1,test,1569569081,1898
,0,usd,4000,test,1569567081,1899
usd,4000,bitcoin,1,test,1569567081,1900
,0,usd,4000,test,1569565081,1901
usd,4000,bitcoin,1,test,1569565081,1902
,0,usd,4000,test,1569563081,1903
usd,4000,bitcoin,1,test,1569563081,1904
,0,usd,4000,test,1569561081,1905
usd,4000,bitcoin,1,test,1569561081,1906
,0,usd,4000,test,1569559081,1907
usd,4000,bitcoin,1,test,1569559081,1908
,0,usd,4000,test,1569557081,1909
usd,4000,bitcoin,1,test,1569557081,1910
,0,usd,4000,test,1569555081,1911
usd,4000,bitcoin,1,test,1569555081,1912
,0,usd,4000,test,1569553081,1913
usd,4000,bitcoin,1,test,1569553081,1914
,0,usd,4000,test,1569551081,1915
usd,4000,bitcoin,1,test,1569551081,1916
,0,usd,4000,test,1569549081,1917
usd,4000,bitcoin,1,test,1569549081,1918
,0,usd,4000,test,1569547081,1919
usd,4000,bitcoin,1,test,1569547081,1920
,0,usd,4000,test,1569545081,1921
usd,4000,bitcoin,1,test,1569545081,1922
,0,usd,4000,test,1569543081,1923
usd,4000,bitcoin,1,test,1569543081,1924
,0,usd,4000,test,1569541081,1925
usd,4000,bitcoin,1,test,1569541081,1926
